driverId,routeId,carId,timeTaken,createdAt
a8171f4a-86a9-5c5b-9705-e7875130acf3,40915ad1-9049-5a49-bc10-0c910445ede9,0d069346-7dcd-5be0-9c46-764b7bedf75d,1.8,1586936880000
1edafb7a-6d49-59eb-823c-f8055e55c748,c55948c7-a601-544d-aeaa-6c87f7285c3d,f0633740-65df-5599-9839-981f659641a7,0.53,1586932308000
383a1e16-fe3d-571e-b321-93ad1550a1a2,932ffc0a-803b-50b2-adb4-19d4b026e3e4,46bdafac-22b2-58d6-a83f-c654d5d39bea,1.8,1586936880000
2ba9a996-8e91-5156-98e1-8b218118a923,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,eb93ccde-f1f7-58ee-9971-c66de16a9597,2,1586937600000
c98e2918-09ae-5734-9141-14287b561ec4,814e5db1-5cfe-581d-b6fa-160e01e3c751,4836e7c5-22d3-5ace-852b-4d66221f7348,1.6,1586936160000
3d4844b1-ebae-55d5-a0bb-19c5f9ca606c,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,08cef179-15c2-5aba-92a9-cde1e9875725,1.7,1586936520000
6ef847c3-edb6-5ed2-b8b3-b64b81bd3e24,57b1fe95-6049-533f-accc-f26a5609414c,0db8fb75-fab4-5f86-8263-c6169cfda017,0.58,1586932488000
e09927bc-83f0-50b5-bd0c-64556de38472,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,c47b786d-eaee-5717-8910-e10e968bacb5,1.9,1586937240000
fd00aabf-7f06-5adb-87db-f2d6934a7551,04d37e2d-1880-5504-9a64-d3ed7fcec9e8,40ca50b4-86c6-538f-a24d-5eb56a78dd1a,1.3,1586935080000
a10c0cdb-bedd-5123-8cc7-5259543e3d88,814e5db1-5cfe-581d-b6fa-160e01e3c751,20180ef8-123b-5509-90a6-3795cbcea1a4,1.7,1586936520000
52c9400d-505f-5bd5-b6a5-4aecd557370e,31ebed30-6e68-5f83-88b3-511c3acf6468,6a063a9c-23f6-5ce5-b833-06d7c1688858,1.4,1586935440000
249d04a7-8f6d-5c06-9e36-aaea6fd58269,2733120f-9713-509e-a85f-38405fc2bb60,44b928fe-3d8c-54dd-8166-fcbad94b8b2a,0.5,1586932200000
54eec0da-93ed-563d-87af-a52f7e769f43,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,79754883-4d87-5664-8b95-ccda138ed3e8,0.72,1586932992000
d1506ee3-99f1-54ca-9ac9-3c4caf572e99,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,b9f6874b-0a28-5a73-8f7c-67d42c2750c4,1.9,1586937240000
4d8255d8-525b-5d5d-89dd-2fe304dc94b7,64de46eb-8721-5798-a9a8-c041645263ef,a500558a-80c2-51a7-87ba-732f798947ca,1.6,1586936160000
461b5d49-1f98-5235-8105-d32074e31fc6,01e562af-5ea7-5161-b823-2c68ddaea499,1c2ba9b6-1760-5afe-b383-8159c5528dd3,2,1586937600000
4e9cc585-1d25-52cd-8cd7-7ccc12f5811f,de6ab0a7-41ba-5907-869f-cdbbbf13aa74,245010f4-37f5-582a-b942-3520c97d0d3d,1.8,1586936880000
b0bc1d55-4fcf-5d6d-b96d-3cc037eaab78,ef7d23c8-dd12-586e-80c7-d58cde43ef9d,7d807ed5-b478-58b3-9814-c8f29ecba883,0.62,1586932632000
328c8fe9-a8d3-5f76-ab60-33b2a1f0dfa0,1183a4db-3e9e-5838-ba7f-a8b8fda6fd13,84857101-939e-5783-84af-15214f336777,1.1,1586934360000
